00000000-0000-0000-0000-000000000000| { "title": "Title of 000000000000", "altTitle" : "alt title for 000000000000", "contributor" : [ { "type" : "author", "name" : "Contributor of 000000000000" } ], "publisher" : "gamma publisher for 000000000000", "type" : "books", "source": "kb" }
00000000-0000-1111-0000-000000000001| { "title": "Title of 000000000001", "type" : "books", "source": "local" }
11111111-1111-1111-1111-111111111111| { "title": "Title of 111111111111", "altTitle" : "alt title for 111111111111", "contributor" : [ { "type" : "author", "name" : "Contributor of 111111111111" } ], "publisher" : "Publisher for 111111111111", "type" : "books", "source": "kb" }
11111111-1111-1111-0000-111111111112| { "title": "Title of 111111111112", "publisher" : "beta publisher for 111111111112", "type" : "books", "source": "local" }
22222222-2222-2222-0000-222222222222| { "title": "Title of 222222222222", "altTitle" : "alt title for 222222222222", "contributor" : [ { "type" : "author", "name" : "Contributor of 222222222222" } ], "publisher" : "Publisher for 222222222222", "type" : "books", "source": "kb" }
22222222-2222-2222-1111-222222222223| { "title": "Title of 222222222223", "publisher" : "alpha publisher for 222222222223", "type" : "books", "source": "local" }
77777777-7777-7777-7777-000000002000| { "title":"OAG flight atlas. Worldwide" , "publisher":"OAG, 2000-2010" , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002001| { "title":"SAMS news and prayer diary" , "publisher":"South American Missionary Society, " , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002002| { "title":"Abstract" , "publisher":"Great North of Scotland Railway Association, 19--]-2006" , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002003| { "title":"News & reviews" , "publisher":"Rowett Research Institute, 2001-2008" , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002004| { "title":"The eighth day" , "altTitle":"a thriller" , "contributor": [  { "type":"author",  "name":"Case, John" } ] , "publisher":"Chivers, 2003, c2002" , "identifier": [  { "type":"isbn",  "value":"0786251301 (Thorndike : cased" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002005| { "title":"The final country" , "contributor": [  { "type":"author",  "name":"Crumley, James" } ] , "publisher":"Chivers, 2003, c2001" , "identifier": [  { "type":"isbn",  "value":"1587244128 (Wheeler : cased" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002006| { "title":"Ransom at the opera" , "contributor": [  { "type":"author",  "name":"Hunter, Fred" } ] , "publisher":"Chivers Press, 2003, c2000" , "identifier": [  { "type":"isbn",  "value":"0786251565 (Thorndike" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002007| { "title":"Shade" , "contributor": [  { "type":"author",  "name":"Miller, Calvin" } ] , "publisher":"Thorndike Press, 2002, c2001" , "identifier": [  { "type":"isbn",  "value":"0786244208" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002008| { "title":"Building research capacity" , "publisher":"Cardiff University School of Social Sciences, 2002-2009" , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002009| { "title":"Contact" , "publisher":"Humberside Polytechnic, 1990-1992" , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002010| { "title":"Wild geese" , "contributor": [  { "type":"author",  "name":"Harte, Lara" } ] , "publisher":"Windsor, 2003" , "identifier": [  { "type":"isbn",  "value":"0754019772 (Windsor : cased" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002011| { "title":"The heart's victory" , "contributor": [  { "type":"author",  "name":"Roberts, Nora" } ] , "publisher":"Chivers Press, 2002, c1982" , "identifier": [  { "type":"isbn",  "value":"0786239794 (U.S. : hc : lg. print : alk. paper" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002012| { "title":"Die another day" , "contributor": [  { "type":"author",  "name":"Benson, Raymond" } ] , "publisher":"Chivers, 2003, c2002" , "identifier": [  { "type":"isbn",  "value":"0786251174 (Thorndike : cased" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002013| { "title":"I, Richard" , "contributor": [  { "type":"author",  "name":"George, Elizabeth" } ] , "publisher":"Chivers, 2003, c2002" , "identifier": [  { "type":"isbn",  "value":"078624688X (Thorndike : cased" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002014| { "title":"My first word" , "altTitle":"lift-the-flap board book" , "publisher":"Dorling Kindersley, 1999" , "identifier": [  { "type":"isbn",  "value":"0751359912" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002015| { "title":"Party" , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751362344" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002016| { "title":"1, 2, 3" , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751362484" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002017| { "title":"Halloween" , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751362573" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002018| { "title":"Kitten" , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751362689" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002019| { "title":"Puppy" , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751362697" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002020| { "title":"Fun cars" , "publisher":"Dorling Kindersley, c1999" , "identifier": [  { "type":"isbn",  "value":"075136309X" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002021| { "title":"Motorcycle" , "publisher":"Dorling Kindersley, c1999" , "identifier": [  { "type":"isbn",  "value":"0751363103" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002022| { "title":"Monster truck" , "publisher":"Dorling Kindersley, 1999" , "identifier": [  { "type":"isbn",  "value":"0751363111" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002023| { "title":"Animal colours" , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751363766" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002024| { "title":"Shapes" , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751363804" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002025| { "title":"Parsnip and the runaway tractor" , "contributor": [  { "type":"author",  "name":"Porter, Sue" } ] , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751363839 (pbk" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002026| { "title":"Mopatop's Shop touch and feel 123" , "publisher":"Dorling Kindersley, 1999" , "identifier": [  { "type":"isbn",  "value":"075136651X" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002027| { "title":"Mopatop's Shop ABC touch and feel lift the flaps" , "publisher":"Dorling Kindersley, 1999" , "identifier": [  { "type":"isbn",  "value":"0751366757" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002028| { "title":"P.B. Bear's magic surprise" , "contributor": [  { "type":"author",  "name":"Davis, Lee" } ] , "publisher":"Dorling Kindersley, 2001" , "identifier": [  { "type":"isbn",  "value":"0751366927" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002029| { "title":"Hello P.B. Bear" , "publisher":"Dorling Kindersley, c2000" , "identifier": [  { "type":"isbn",  "value":"0751366978 (hbk" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002030| { "title":"Weather" , "altTitle":"20 fun flaps inside" , "publisher":"Dorling Kindersley, 2003" , "identifier": [  { "type":"isbn",  "value":"075136830X" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002031| { "title":"Baby animals" , "publisher":"Dorling Kindersley, 2003" , "identifier": [  { "type":"isbn",  "value":"0751368318" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002032| { "title":"In the countryside" , "altTitle":"follow the little lost rabbit" , "contributor": [  { "type":"author",  "name":"Sirett, Dawn" } ] , "publisher":"Dorling Kindersley, 2003" , "identifier": [  { "type":"isbn",  "value":"0751368369 (cased" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002033| { "title":"My blue teether" , "publisher":"Dorling Kindersley, 2003" , "identifier": [  { "type":"isbn",  "value":"0751368539" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002034| { "title":"My green teether" , "publisher":"Dorling Kindersley, 2003" , "identifier": [  { "type":"isbn",  "value":"0751368547" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002035| { "title":"Firefighter for a day" , "publisher":"Dorling Kindersley, 2003" , "identifier": [  { "type":"isbn",  "value":"0751369721" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002036| { "title":"Row your boat" , "contributor": [  { "type":"author",  "name":"Lishak, Anthony" } ] , "publisher":"Dorling Kindersley, 1999" , "identifier": [  { "type":"isbn",  "value":"0751371084 (hbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002037| { "title":"Max's potty" , "contributor": [  { "type":"author",  "name":"Ziefert, Harriet" } ] , "publisher":"Dorling Kindersley, 1999" , "identifier": [  { "type":"isbn",  "value":"0751371467" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002038| { "title":"Bananas in pyjamas" , "altTitle":"hide and seek, touch and feel" , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751372447" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002039| { "title":"My do it" , "contributor": [  { "type":"author",  "name":"Asquith, Ros" } ] , "publisher":"Dorling Kindersley, 2000" , "identifier": [  { "type":"isbn",  "value":"0751372579 (pbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002040| { "title":"Who's hiding in the jungle" , "altTitle":"a wobbly-eyed lift-the-flap book" , "publisher":"Parragon, 2000" , "identifier": [  { "type":"isbn",  "value":"075253162X" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002041| { "title":"Who's hiding in the garden" , "altTitle":"a wobbly-eyed lift-the-flap book" , "publisher":"Parragon, 2000" , "identifier": [  { "type":"isbn",  "value":"0752531638" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002042| { "title":"Who's hiding in the house" , "altTitle":"a wobbly-eyed lift-the-flap book" , "publisher":"Parragon, 2000" , "identifier": [  { "type":"isbn",  "value":"0752531654" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002043| { "title":"Jungle animals" , "contributor": [  { "type":"author",  "name":"Swift, Jane" } ] , "publisher":"Parragon, 2001" , "identifier": [  { "type":"isbn",  "value":"0752547852 (spiral" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002044| { "title":"Little bunny is hungry" , "contributor": [  { "type":"author",  "name":"Widdowson, Kay" } ] , "publisher":"Parragon, 2001" , "identifier": [  { "type":"isbn",  "value":"0752547909" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002045| { "title":"Little chick wants his mummy" , "contributor": [  { "type":"author",  "name":"Widdowson, Kay" } ] , "publisher":"Parragon, 2001" , "identifier": [  { "type":"isbn",  "value":"0752547917" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002046| { "title":"Woolly lamb" , "altTitle":"pop out and play" , "publisher":"Parragon, 2001" , "identifier": [  { "type":"isbn",  "value":"0752551523" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002047| { "title":"Whose shoes are these" , "altTitle":"a learn to tie your shoelace book" , "publisher":"Parragon, 2001" , "identifier": [  { "type":"isbn",  "value":"0752554395" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002048| { "title":"Creepy crawlies" , "contributor": [  { "type":"author",  "name":"Wright, David" } ] , "publisher":"Kingfisher, 1997" , "identifier": [  { "type":"isbn",  "value":"0753401649 (pbk" } ] , "type":"books" , "source":"local" }
77777777-7777-7777-7777-000000002049| { "title":"Jack it's bedtime" , "contributor": [  { "type":"author",  "name":"Elgar, Rebecca" } ] , "publisher":"Kingfisher, 1998" , "identifier": [  { "type":"isbn",  "value":"0753402289" } ] , "type":"books" , "source":"kb" }
77777777-7777-7777-7777-000000002050| { "title":"I can count from 10 to 20" , "altTitle":"flip-card fun with number games" , "contributor": [  { "type":"author",  "name":"Nilsen, Anna" } ] , "publisher":"Kingfisher, 1999" , "identifier": [  { "type":"isbn",  "value":"0753403315" } ] , "type":"books" , "source":"mock" }
77777777-7777-7777-7777-000000002051| { "title":"The Idler" , "altTitle":"literature for loafers" , "publisher":"The Idler, 1993" , "type":"books" , "source":"local" }
